species,genus,family,stomatal density,Stomatal length/size,plant functional group/1-tree/2-shrub/3-herb
Antidesma_montanum,Antidesma,Phyllanthaceae,220.1582387,19.21677833,1
Toxicodendron_acuminatum,Toxicodendron,Anacardiaceae,268.3178535,16.886102,1
Alphonsea_monogyna,Alphonsea,Annonaceae,55.039559680000004,13.6133,1
Saprosma_ternatum,Saprosma,Rubiaceae,75.67939456,20.52730619,2
Uncaria_laevigata,Uncaria,Rubiaceae,58.47953216,12.45164733,3
Ficus_variegata,Ficus,Moraceae,485.0361197,13.299632,1
Lithocarpus_elegans,Lithocarpus,Fagaceae,571.0354317,17.03466967,1
Ficus_beipeiensis,Ficus,Moraceae,509.1159271,8.704077,1
Maesa_indica,Maesa,Primulaceae,161.6787066,15.80377933,2
Tetrastigma_planicaule,Tetrastigma,Vitaceae,65.35947712,25.84630529,3
Cheilocostus_speciosus,Cheilocostus,Costaceae,58.47953216,39.45101625,3
Calamus_gracilis,Calamus,Arecaceae,113.5190918,24.67840083,3
Embelia_parviflora,Embelia,Primulaceae,92.87925697,25.7930587,2
Salacia_chinensis,Salacia,Celastraceae,209.8383213,24.018239,2
Salacia_polysperma,Salacia,Celastraceae,192.6384589,25.63506533,2
Amomum_villosum,Amomum,Zingiberaceae,110.0791194,22.65051667,3
Stachyphrynium_placentarium,Stachyphrynium,Marantaceae,196.0784314,15.77638667,3
Eriobotrya_prinoides,Eriobotrya,Rosaceae,196.0784314,21.51969733,1
Olea_rosea,Olea,Oleaceae,316.4774682,16.553646,1
Aglaia_elaeagnoidea,Aglaia,Meliaceae,137.5988992,21.69234793,1
Alstonia_rostrata,Alstonia,Apocynaceae,89.43928449,16.90590424,1
Garcinia_lancilimba,Garcinia,Clusiaceae,92.87925697,21.34610667,1
Ficus_glaberrima,Ficus,Moraceae,440.3164775,11.84222633,1
Antidesma_japonicum,Antidesma,Phyllanthaceae,79.11936705,29.34845944,1
Horsfieldia_glabra,Horsfieldia,Myristicaceae,120.3990368,21.77134857,1
Gnetum_montanum,Gnetum,Gnetaceae,85.99931201,26.14638783,3
Zanthoxylum_laetum,Zanthoxylum,Rutaceae,96.31922945,21.5991787,3
Diospyros_nigrocortex,Diospyros,Ebenaceae,171.998624,25.32101074,1
Akebia_trifoliata,Akebia,Lardizabalaceae,103.1991744,24.357257830000002,3
Canarium_subulatum,Canarium,Burseraceae,264.877881,13.83628667,1
Loeseneriella_yunnanensis,Loeseneriella,Celastraceae,30.95975232,26.07741222,3
Chisocheton_cumingianus,Chisocheton,Meliaceae,75.67939456,17.29137526,1
Sarcosperma_kachinense,Sarcosperma,Sapotaceae,385.2769178,21.12410433,1
Sterculia_lanceolata,Sterculia,Malvaceae,202.9583763,16.103108,1
Ziziphus_fungii,Ziziphus,Rhamnaceae,175.4385965,15.76195345,2
Bauhinia_wrayi,Bauhinia,Fabaceae,199.5184039,17.38624033,3
Ixora_amplexicaulis,Ixora,Rubiaceae,202.9583763,20.253173,1
Carallia_brachiata,Carallia,Rhizophoraceae,185.7585139,16.77688867,1
Antiaris_toxicaria,Antiaris,Moraceae,144.4788442,12.88012621,1
Lygodium_salicifolium,Lygodium,Lygodiaceae,48.15961472,27.84575846,3
Litsea_mollis,Litsea,Lauraceae,154.7987616,19.65695926,1
Medinilla_septentrionalis,Medinilla,Melastomataceae,NA,NA,2
Castanopsis_echinocarpa,Castanopsis,Fagaceae,85.99931201,20.92659833,1
Aglaia_lawii,Aglaia,Meliaceae,227.0381837,13.82576833,1
Piper_polysyphonum,Piper,Piperaceae,113.5190918,22.2079264,2
Celtis_timorensis,Celtis,Cannabaceae,271.7578259,11.98167733,1
Canarium_subulatum,Canarium,Burseraceae,361.1971104,12.67085433,1
Choerospondias_axillaris,Choerospondias,Anacardiaceae,282.0777434,17.47813633,1
Pseuderanthemum_crenulatum,Pseuderanthemum,Acanthaceae,103.1991744,21.94451,2
Ocotea_lancifolia,Ocotea,Lauraceae,350.877193,20.41295833,1
Sabia_limoniacea,Sabia,Sabiaceae,178.878569,25.53784233,3
Litsea_balansae,Litsea,Lauraceae,171.998624,18.66289448,2
Symplocos_cochinchinensis,Symplocos,Symplocaceae,264.877881,14.084437,1
Geophila_repens,Geophila,Rubiaceae,41.27966976,28.12983333,3
Pavetta_hongkongensis,Pavetta,Rubiaceae,171.998624,19.04094345,2
Melicope_pteleifolia,Melicope,Rutaceae,244.2380461,18.05542833,1
Embelia_subcoriacea,Embelia,Primulaceae,115.2390781,26.39881755,2
Sambucus_williamsii,Sambucus,Adoxaceae,92.87925697,29.86804762,2
Microtropis_discolor,Microtropis,Celastraceae,NA,NA,2
Cryptocarya_acutifolia,Cryptocarya,Lauraceae,NA,NA,1
Chloranthus_elatior,Chloranthus,Chloranthaceae,41.27966976,48.78304556,2
Tetracera_sarmentosa,Tetracera,Dilleniaceae,89.43928449,33.55565118,3
Clausena_anisata,Clausena,Rutaceae,137.5988992,27.93239885,1
Alocasia_longiloba,Alocasia,Araceae,58.47953216,27.779705710000002,3
Selaginella_picta,Selaginella,Selaginellaceae,132.0949432,29.4590635,3
Aegopodium_latifolium,Aegopodium,Apiaceae,NA,NA,3
Elatostema_megacephalum,Elatostema,Urticaceae,25.7997936,30.25465,3
Gymnema_sylvestre,Gymnema,Apocynaceae,65.35947712,23.53382941,3
Elatostema_rupestre,Elatostema,Urticaceae,57.79153767,49.54197083,3
Arisaema_inkiangense,Arisaema,Araceae,37.83969728,27.697426,3
Ormosia_fordiana,Ormosia,Fabaceae,192.6384589,19.51279571,1
Alpinia_roxburghii,Alpinia,Zingiberaceae,65.35947712,26.876075,3
Coniogramme_fraxinea,Coniogramme,Pteridaceae,79.11936705,38.17267143,3
Ficus_fulva,Ficus,Moraceae,347.4372205,13.81733433,1
Woodwardia_japonica,Woodwardia,Blechnaceae,25.7997936,35.539756,3
Litsea_pierrei,Litsea,Lauraceae,196.0784314,18.6509648,1
Cyclosorus_latipinnus,Cyclosorus,Thelypteridaceae,57.79153767,28.181178,3
Asplenium_nidus,Asplenium,Aspleniaceae,24.76780186,61.226596,3
Bauhinia_aurea,Bauhinia,Fabaceae,355.1886252,15.51925833,3
Mallotus_barbatus,Mallotus,Euphorbiaceae,127.2789818,15.9077248,2
Begonia_augustinei,Begonia,Begoniaceae,NA,NA,3
Cinnamomum_burmanni,Cinnamomum,Lauraceae,53.66357069,33.39340545,1
Bolbitis_heteroclita,Bolbitis,Dryopteridaceae,24.07980736,47.90634,3
Cyathea_gigantea,Cyathea,Cyatheaceae,82.55933953,26.50025625,3
Itea_macrophylla,Itea,Iteaceae,687.994496,12.34934033,1
Macaranga_denticulata,Macaranga,Euphorbiaceae,117.7296182,18.29181188,1
Terminalia_bellirica,Terminalia,Combretaceae,192.6384589,26.17867552,1
Cibotium_barometz,Cibotium,Dicksoniaceae,61.91950464,26.96933,3
Saurauia_miniata,Saurauia,Actinidiaceae,660.4747162,16.843805,2
Drypetes_perreticulata,Drypetes,Putranjivaceae,302.7175783,30.291915,1
Allantodia_similis,Allantodia,Athyriaceae,92.87925697,33.262083,3
Diplopterygium_giganteum,Diplopterygium,Gleicheniaceae,151.3587891,23.066449,3
Uvaria_tonkinensis,Uvaria,Annonaceae,89.43928449,25.213833,1
Ziziphus_jujuba,Ziziphus,Rhamnaceae,213.2782938,19.220839,2
Mallotus_metcalfianus,Mallotus,Euphorbiaceae,546.9556244,16.96401533,1
Ampelopsis_grossedentata,Ampelopsis,Vitaceae,381.8369453,16.859342,3
Disporopsis_longifolia,Disporopsis,Asparagaceae,56.75954592,39.940274,3
Salacia_sessiliflora,Salacia,Celastraceae,268.3178535,23.07511724,2
Asplenium_unilaterale,Asplenium,Aspleniaceae,36.11971104,69.65577,3
Uvaria_kweichowensis,Uvaria,Annonaceae,285.5177159,21.014371,2
Tetrastigma_erubescens,Tetrastigma,Vitaceae,116.9590643,20.34498077,3
Dendrocnide_sinuata,Dendrocnide,Urticaceae,220.1582387,27.66758767,2
Mitrephora_wangii,Mitrephora,Annonaceae,127.2789818,28.18707556,1
Rubus_setchuenensis,Rubus,Rosaceae,NA,NA,2
Microtropis_triflora,Microtropis,Celastraceae,157.8094255,33.851531,2
Mallotus_japonicus,Mallotus,Euphorbiaceae,512.880633,27.03187267,1
Hydrangea_macrophylla,Hydrangea,Hydrangeaceae,140.9012728,34.3196975,2
Sorbus_folgneri,Sorbus,Rosaceae,384.6604747,23.77125733,1
Daphniphyllum_macropodum,Daphniphyllum,Daphniphyllaceae,322.6639147,27.05497533,1
Magnolia_denudata,Magnolia,Magnoliaceae,271.9394565,38.43997933,1
Castanopsis_chunii,Castanopsis,Fagaceae,66.22359821,27.88097607,1
Kalopanax_septemlobus,Kalopanax,Araliaceae,216.9879601,29.46110333,1
Prunus_davidiana,Prunus,Rosaceae,366.3433093,37.89611034,1
Euscaphis_japonica,Euscaphis,Staphyleaceae,202.8978328,29.097097,1
Clerodendrum_bungei,Clerodendrum,Lamiaceae,328.2999656,23.15749833,2
Buddleja_officinalis,Buddleja,Scrophulariaceae,47.90643275,25.836073,2
Cornus_controversa,Cornus,Cornaceae,169.0815273,32.487564,1
Cotoneaster_horizontalis,Cotoneaster,Rosaceae,36.63433093,55.18347167,2
Macaranga_tanarius,Macaranga,Euphorbiaceae,355.0712074,25.01168133,1
Populus_adenopoda,Populus,Salicaceae,202.8978328,23.1915555,1
Lithocarpus_megalophyllus,Lithocarpus,Fagaceae,52.8379773,34.88658833,1
Debregeasia_orientalis,Debregeasia,Urticaceae,33.81630547,25.28945,2
Aegopodium_latifolium,Aegopodium,Apiaceae,104.2669419,29.08152467,3
Cunninghamia_lanceolata,Cunninghamia,Cupressaceae,81.72273822,34.00256733,1
Cephalotaxus_fortunei,Cephalotaxus,Taxaceae,78.90471276,53.52690071,1
Viburnum_dilatatum,Viburnum,Adoxaceae,173.3085655,30.077219,2
Symplocos_adenopus,Symplocos,Symplocaceae,270.5304438,27.40586067,1
Sassafras_tzumu,Sassafras,Lauraceae,61.29205366,68.68724769,1
Aralia_chinensis,Aralia,Araliaceae,259.9628483,24.8844525,1
NA,NA,NA,116.2435501,41.67909,2
Symplocos_ramosissima,Symplocos,Symplocaceae,109.9029928,27.3214605,2
Photinia_davidiana,Photinia,Rosaceae,467.0877193,28.0826455,2
Lithocarpus_hancei,Lithocarpus,Fagaceae,401.6904174,16.5149485,1
Schima_superba,Schima,Theaceae,570.6501548,26.26883,1
Fargesia_spathacea,Fargesia,Poaceae,367.752322,24.5120395,3
Rubus_malifolius,Rubus,Rosaceae,581.578978,17.6802895,2
Aegopodium_latifolium,Aegopodium,Apiaceae,552.1155831,18.6998955,3
Carex_duriuscula,Carex,Cyperaceae,442.1568792,11.90861,3
Chimonobambusa_pachystachys,Chimonobambusa,Poaceae,247.6780186,13.8023685,3
Cornus_kousa,Cornus,Cornaceae,227.0381837,20.3772075,1
Paulownia_kawakamii,Paulownia,Paulowniaceae,20.63983488,20.83639,1
Litsea_elongata,Litsea,Lauraceae,459.2363261,17.976083,1
Camellia_pitardii,Camellia,Theaceae,201.2383901,50.0422735,2
Diospyros_oleifera,Diospyros,Ebenaceae,257.997936,28.125417,1
Liriope_muscari,Liriope,Asparagaceae,123.8390093,18.57068778,3
Taxus_wallichiana,Taxus,Taxaceae,149.6388029,36.13328842,1
Viburnum_fordiae,Viburnum,Adoxaceae,254.5579635,31.42416633,2
Cerasus_tomentosa,Cerasus,Rosaceae,660.4747162,20.547754,2
Sambucus_williamsii,Sambucus,Adoxaceae,127.2789818,47.59005,2
Carpinus_turczaninowii,Carpinus,Betulaceae,366.3570691,24.02532,1
Castanopsis_fargesii,Castanopsis,Fagaceae,61.91950464,28.31481917,1
Paulownia_fortunei,Paulownia,Paulowniaceae,495.3560372,25.612535,1
Clerodendrum_cyrtophyllum,Clerodendrum,Lamiaceae,51.5995872,27.513687,2
Elaeagnus_difficilis,Elaeagnus,Elaeagnaceae,103.1991744,31.30707636,2
Ophiorrhiza_japonica,Ophiorrhiza,Rubiaceae,36.11971104,50.852285,3
Adinandra_milletii,Adinandra,Pentaphylacaceae,232.1981424,40.4983725,2
Dichroa_febrifuga,Dichroa,Hydrangeaceae,108.3591331,38.70824867,2
Pterostyrax_psilophyllus,Pterostyrax,Styracaceae,41.27966976,43.87416286,1
Eurya_japonica,Eurya,Pentaphylacaceae,189.1984864,25.27589704,2
Rhus_chinensis,Rhus,Anacardiaceae,20.63983488,34.80908667,1
Pteris_cretica,Pteris,Pteridaceae,56.75954592,63.85392167,3
Schefflera_delavayi,Schefflera,Araliaceae,30.95975232,41.08319,1
Parasenecio_forrestii,Parasenecio,Asterales,41.27966976,41.483964,3
Litsea_mollis,Litsea,Lauraceae,46.43962848,32.9952625,1
Decaisnea_insignis,Decaisnea,Lardizabalaceae,98.03921569,33.98546727,2
Quercus_glauca,Quercus,Fagaceae,221.878225,23.38458588,1
Rubus_biflorus,Rubus,Rosaceae,454.2414664,22.146987,2
Meliosma_cuneifolia,Meliosma,Sabiaceae,134.1589267,37.79501889,2
Tetradium_ruticarpum,Tetradium,Rutaceae,118.4334277,33.3392,1
Acer_campbellii,Acer,Sapindaceae,602.6831785,22.4556056,1
Lonicera_ligustrina,Lonicera,Caprifoliaceae,227.0381837,32.5061675,2
Bromus_japonicus,Bromus,Poaceae,72.23942208,43.79852,3
Acer_davidii,Acer,Sapindaceae,285.5177159,23.37168185,1
Smilax_china,Smilax,Smilacaceae,244.2380461,22.03635667,2
Dryopteris_erythrosora,Dryopteris,Dryopteridaceae,51.5995872,57.19177778,3
Rhus_punjabensis,Rhus,Anacardiaceae,20.63983488,33.62645,1
Rubus_inopertus,Rubus,Rosaceae,273.4778122,17.319316,2
Lithocarpus_polystachyus,Lithocarpus,Fagaceae,261.4379085,32.080856,1
Aegopodium_latifolium,Aegopodium,Apiaceae,233.9181287,44.22132,3
Aegopodium_latifolium,Aegopodium,Apiaceae,161.6787066,19.07492233,3
Lophatherum_gracile,Lophatherum,Poaceae,41.27966976,97.44579,3
Ceropegia_trichantha,Ceropegia,Apocynaceae,201.2383901,41.0318895,3
Cinnamomum_porrectum,Cinnamomum,Lauraceae,165.1186791,5.822735,1
Actinodaphne_trichocarpa,Actinodaphne,Lauraceae,220.1582387,18.53141393,1
NA,NA,NA,378.3969728,23.930923,1
Tilia_tuan,Tilia,Malvaceae,295.8376333,26.02632633,1
Rhododendron_decorum,Rhododendron,Ericaceae,663.9146887,18.53391333,2
Mahonia_fortunei,Mahonia,Berberidaceae,364.6370829,22.58577733,2
Mahonia_imbricata,Mahonia,Berberidaceae,526.3157895,22.702242,2
Ardisia_japonica,Ardisia,Primulaceae,134.1589267,28.407151,2
Plagiogyria_stenoptera,Plagiogyria,Plagiogyriaceae,79.11936705,38.91103529,3
Illicium_difengpi,Illicium,Schisandraceae,132.0949432,23.15000571,1
Impatiens_siculifer,Impatiens,Balsaminaceae,119.7110423,18.266119,3
Parthenocissus_quinquefolia,Parthenocissus,Vitaceae,89.43928449,14.458569,3
Schisandra_chinensis,Schisandra,Schisandraceae,82.55933953,28.45919375,3
Pittosporum_angustilimbum,Pittosporum,Pittosporaceae,361.1971104,16.91006667,2
Lithocarpus_confinis,Lithocarpus,Fagaceae,233.9181287,17.728975,1
Actinidia_chinensis,Actinidia,Actinidiaceae,20.63983488,NA,3
Euonymus_alatus,Euonymus,Celastraceae,154.7987616,22.80423933,2
Ardisia_crispa,Ardisia,Primulaceae,171.998624,18.18320038,2
Pittosporum_illicioides,Pittosporum,Pittosporaceae,292.3976608,15.53042533,2
Fagus_longipetiolata,Fagus,Fagaceae,144.4788442,20.68012414,1
Schima_wallichii,Schima,Theaceae,257.997936,23.42307033,1
Vaccinium_laetum,Vaccinium,Ericaceae,268.3178535,18.26497067,1
Wikstroemia_scytophylla,Wikstroemia,Thymelaeaceae,486.5103936,12.68946714,2
Magnolia_denudata,Magnolia,Magnoliaceae,130.7189542,29.86097214,1
Elatostema_nasutum,Elatostema,Urticaceae,65.35947712,27.53580412,3
NA,NA,NA,34.3997248,22.09894889,3
Arthraxon_hispidus,Arthraxon,Poaceae,44.71964224,49.69111,3
Polygonum_thunbergii,Polygonum,Polygonaceae,78.43137255,21.10825556,3
Paederia_cavaleriei,Paederia,Rubiaceae,169.246646,21.12343125,3
Daphniphyllum_pentandrum,Daphniphyllum,Daphniphyllaceae,447.1964224,16.56802967,1
Cornus_capitata,Cornus,Cornaceae,223.5982112,21.38686714,1
Vaccinium_bracteatum,Vaccinium,Ericaceae,120.3990368,21.22462909,1
Aegopodium_latifolium,Aegopodium,Apiaceae,319.9174407,16.317205,3
Parathelypteris_glanduligera,Parathelypteris,Thelypteridaceae,79.11936705,38.6518265,3
Viola_acuminata,Viola,Violaceae,135.6332006,21.09687724,3
Aegopodium_latifolium,Aegopodium,Apiaceae,264.877881,16.20758333,3
Achyranthes_bidentata,Achyranthes,Amaranthaceae,158.2387341,21.30492429,3
Lycianthes_biflora,Lycianthes,Solanaceae,NA,NA,2
Quercus_ciliaris,Quercus,Fagaceae,381.8369453,17.51513692,1
Astilbe_rubra,Astilbe,Saxifragaceae,51.5995872,40.9291725,3
Millettia_nitida,Millettia,Fabaceae,588.2352941,13.23812633,3
Microtropis_triflora,Microtropis,Celastraceae,175.4385965,23.13127933,2
Rhododendron_latoucheae,Rhododendron,Ericaceae,357.7571379,24.62268286,2
Smilax_riparia,Smilax,Smilacaceae,89.43928449,28.21289818,3
Sorbus_caloneura,Sorbus,Rosaceae,295.8376333,19.34639867,1
Viola_diffusa,Viola,Violaceae,158.2387341,27.12902967,3
NA,NA,NA,206.3983488,14.95608267,3
Cornus_macrophylla,Cornus,Cornaceae,355.4292937,15.84046353,1
Elatostema_involucratum,Elatostema,Urticaceae,127.2789818,28.07819643,3
Lysimachia_phyllocephala,Lysimachia,Primulaceae,55.039559680000004,32.02860286,3
Anemone_cathayensis,Anemone,Ranunculaceae,206.3983488,20.42030733,3
Idesia_polycarpa,Idesia,Salicaceae,75.67939456,34.27548286,1
Pilea_multicellularis,Pilea,Urticaceae,34.3997248,25.30664,3
Aegopodium_latifolium,Aegopodium,Apiaceae,139.3188854,21.45403385,3
NA,NA,NA,72.23942208,29.56551765,3
Aegopodium_latifolium,Aegopodium,Apiaceae,192.6384589,40.35905692,3
Achyranthes_bidentata,Achyranthes,Amaranthaceae,137.5988992,20.37930545,3
Parthenocissus_semicordata,Parthenocissus,Vitaceae,NA,NA,3
Pilea_notata,Pilea,Urticaceae,51.5995872,27.63644,3
Liriope_spicata,Liriope,Asparagaceae,NA,NA,3
NA,NA,NA,41.27966976,47.070016,3
Alpinia_japonica,Alpinia,Zingiberaceae,NA,NA,3
Oxalis_griffithii,Oxalis,Oxalidaceae,58.47953216,25.63150583,3
Galium_bungei,Galium,Rubiaceae,68.7994496,55.8428925,3
Rubus_corchorifolius,Rubus,Rosaceae,316.4774682,26.24994667,2
Cyperus_rotundus,Cyperus,Cyperaceae,106.6391469,54.43388947,3
Litsea_cubeba,Litsea,Lauraceae,99.75920193,22.9503625,2
Ilex_cornuta,Ilex,Aquifoliaceae,79.11936705,37.70722421,2
Acer_campbellii,Acer,Sapindaceae,818.7134503,22.45631033,1
Heterosmilax_japonica,Heterosmilax,Smilacaceae,116.9590643,31.92481391,2
Ficus_heteromorpha,Ficus,Moraceae,237.3581011,17.6637392,2
Hedera_nepalensis,Hedera,Araliaceae,209.8383213,34.21942609,2
Viola_striatella,Viola,Violaceae,123.8390093,30.4895905,3
NA,NA,NA,34.3997248,32.601544,3
Trachelospermum_axillare,Trachelospermum,Apocynaceae,223.5982112,27.10574517,3
Aegopodium_latifolium,Aegopodium,Apiaceae,37.15170279,91.94932857,3
Rubus_ichangensis,Rubus,Rosaceae,61.91950464,31.60483667,2
Ophiopogon_japonicus,Ophiopogon,Asparagaceae,72.23942208,31.128636,3
Zingiber_striolatum,Zingiber,Zingiberaceae,27.519779840000002,52.29162143,3
Ficus_pandurata,Ficus,Moraceae,313.0374957,20.934819,2
Polygonum_runcinatum,Polygonum,Polygonaceae,65.35947712,21.12680071,3
Streptolirion_volubile,Streptolirion,Commelinaceae,56.75954592,59.30295429,3
Odontosoria_chinensis,Odontosoria,Lindsaeaceae,89.43928449,45.97208421,3
Vitis_heyneana,Vitis,Vitaceae,20.63983488,27.19735,3
Daucus_carota,Daucus,Apiaceae,82.55933953,27.46365824,3
Aegopodium_latifolium,Aegopodium,Apiaceae,92.87925697,30.72037063,3
Aegopodium_latifolium,Aegopodium,Apiaceae,20.63983488,50.19603,3
Selaginella_uncinata,Selaginella,Selaginellaceae,72.23942208,19.9964,3
Pavetta_hongkongensis,Pavetta,Rubiaceae,141.0388717,31.73458042,2
Laurocerasus_australis,Laurocerasus,Rosaceae,113.5190918,27.15805167,2
Cryptocarya_metcalfiana,Cryptocarya,Lauraceae,185.7585139,30.99773885,1
Strobilanthes_cusia,Strobilanthes,Acanthaceae,130.7189542,38.82557125,3
Clausena_anisata,Clausena,Rutaceae,385.2769178,22.49483897,1
Litsea_lancifolia,Litsea,Lauraceae,72.23942208,29.76127739,2
Radermachera_sinica,Radermachera,Bignoniaceae,178.878569,26.4834976,1
Amorphophallus_konjac,Amorphophallus,Araceae,57.79153767,35.33406727,3
Clerodendrum_japonicum,Clerodendrum,Lamiaceae,141.0388717,28.56699708,2
Achyranthes_bidentata,Achyranthes,Amaranthaceae,282.0777434,23.43404034,3
Aegopodium_latifolium,Aegopodium,Apiaceae,33.53973168,42.79280222,3
Selaginella_delicatula,Selaginella,Selaginellaceae,106.6391469,30.83933056,3
Eria_scabrilinguis,Eria,Orchidaceae,34.3997248,48.81740125,3
Alangium_chinense,Alangium,Cornaceae,127.2789818,21.7560381,1
Callicarpa_longifolia,Callicarpa,Lamiaceae,30.95975232,19.985255,2
Pittosporum_kwangsiense,Pittosporum,Pittosporaceae,251.1179911,23.30874148,2
Alchornea_trewioides,Alchornea,Euphorbiaceae,254.5579635,24.68176433,2
NA,NA,NA,113.5190918,46.60924115,3
Lepidogrammitis_drymoglossoides,Lepidogrammitis,Polypodiaceae,24.07980736,76.452215,3
Liparis_viridiflora,Liparis,Orchidaceae,44.71964224,29.433285,3
Polygala_wattersii,Polygala,Polygalaceae,268.3178535,20.150017,2
Phoebe_crassipedicella,Phoebe,Lauraceae,137.5988992,20.59234333,3
Boehmeria_dolichostachya,Boehmeria,Urticaceae,110.0791194,12.29268929,2
Gomphandra_tetrandra,Gomphandra,Stemonuraceae,147.9188166,21.04376448,2
Diploclisia_glaucescens,Diploclisia,Menispermaceae,175.4385965,14.36342233,3
Rubovietnamia_aristata,Rubovietnamia,Rubiaceae,185.7585139,19.20665778,3
Kalopanax_septemlobus,Kalopanax,Araliaceae,340.5572755,20.05565867,1
Pilea_longicaulis,Pilea,Urticaceae,51.5995872,24.86997867,2
Maesa_montana,Maesa,Primulaceae,257.997936,14.33085067,2
Ligustrum_lucidum,Ligustrum,Oleaceae,447.1964224,24.71169267,1
Luculia_pinceana,Luculia,Rubiaceae,147.9188166,22.81434367,2
Bauhinia_brachycarpa,Bauhinia,Fabaceae,343.997248,11.552598,2
Bridelia_retusa,Bridelia,Phyllanthaceae,340.5572755,17.630654,1
Liquidambar_formosana,Liquidambar,Altingiaceae,1248.71001,19.618685,1
Sterculia_euosma,Sterculia,Malvaceae,275.1977984,15.577339,1
Pterospermum_heterophyllum,Pterospermum,Malvaceae,NA,NA,1
Albizia_calcarea,Albizia,Fabaceae,199.5184039,17.68763897,1
Oreocnide_kwangsiensis,Oreocnide,Urticaceae,206.3983488,13.66927133,2
Broussonetia_papyrifera,Broussonetia,Moraceae,257.997936,18.270815,1
Myrsine_kwangsiensis,Myrsine,Primulaceae,144.4788442,50.88098276,1
Oreocnide_kwangsiensis,Oreocnide,Urticaceae,123.8390093,16.68149385,3
Myrsine_seguinii,Myrsine,Primulaceae,227.0381837,23.749636,2
Lithocarpus_harlandii,Lithocarpus,Fagaceae,426.5565875,19.43098833,1
Maclura_cochinchinensis,Maclura,Moraceae,364.6370829,20.38421433,2
Actinodaphne_cupularis,Actinodaphne,Lauraceae,20.63983488,15.8455,2
Vitex_negundo,Vitex,Lamiaceae,409.3567251,18.77811433,2
Vitex_canescens,Vitex,Lamiaceae,316.4774682,17.13948867,1
Adenanthera_microsperma,Adenanthera,Fabaceae,185.7585139,16.79246333,1
Illigera_rhodantha,Illigera,Hernandiaceae,75.67939456,51.87397056,3
Cipadessa_baccifera,Cipadessa,Meliaceae,168.5586515,18.96352462,3
Echinacanthus_lofuensis,Echinacanthus,Acanthaceae,99.07120743,32.35482316,3
Cleidion_bracteosum,Cleidion,Euphorbiaceae,220.1582387,22.94171467,1
Iris_japonica,Iris,Iridaceae,25.7997936,25.9422025,3
Caragana_sinica,Caragana,Fabaceae,171.998624,29.1373825,2
Alocasia_macrorrhizos,Alocasia,Araceae,51.5995872,29.04074583,3
Celtis_sinensis,Celtis,Cannabaceae,533.1957344,16.07945767,1
Microsorum_carinatum,Microsorum,Polypodiaceae,82.55933953,37.0323975,3
Bauhinia_championii,Bauhinia,Fabaceae,73.97316821,13.12033143,3
Brassaiopsis_glomerulata,Brassaiopsis,Araliaceae,128.998968,21.12682813,2
Engelhardia_roxburghiana,Engelhardia,Juglandaceae,185.7585139,23.93349588,1
Gynostemma_pentaphyllum,Gynostemma,Cucurbitaceae,282.0777434,21.998327,3
Acer_sycopseoides,Acer,Sapindaceae,209.8383213,19.1135788,1
Pilea_basicordata,Pilea,Urticaceae,67.07946336,24.104897,2
Liparis_nervosa,Liparis,Orchidaceae,27.519779840000002,29.97930875,3
Picrasma_quassioides,Picrasma,Simaroubaceae,333.6773306,26.296317,1
Toricellia_angulata,Toricellia,Cornaceae,127.2789818,30.75491045,3
Microsorum_fortunei,Microsorum,Polypodiaceae,36.11971104,45.99568667,3
Xylosma_controversa,Xylosma,Salicaceae,423.1166151,21.601226,2
Celtis_timorensis,Celtis,Cannabaceae,240.7980736,15.524442,3
